First Name,Last Name,Date of Birth (Y-m-d),State,Sex,Height (cm),Weight (KG)
Christa,Adams,05/11/1991,Wyoming,female,157,134
Jettie,Daniel,29/09/1970,Oklahoma,female,186,150
Bailey,Senger,17/10/1966,Connecticut,male,182,105
Gertrude,Swaniawski,19/06/1971,NewJersey,female,183,88
Carol,Monahan,16/05/1966,Vermont,female,190,155
Cristal,Mayert,06/01/1967,Utah,female,195,145
Leola,Bogisich,09/12/1965,Iowa,female,193,94
Adele,Conroy,08/03/1993,Maryland,male,155,96
Toney,Johnson,08/10/1982,Nevada,male,166,142
Craig,Lowe,08/01/1983,NorthCarolina,male,183,100
Christine,Hoppe,17/06/1975,Oklahoma,male,184,116
Maye,Bahringer,24/06/1981,NewMexico,male,180,85
Einar,Boyle,27/07/1985,Alabama,female,160,155
Maya,Klocko,17/08/1978,NorthDakota,female,181,116
Carolyn,Powlowski,06/10/1965,Maine,female,164,93
Napoleon,Hayes,01/12/1974,SouthCarolina,female,198,81
Lauren,Prosacco,28/07/1969,Missouri,male,196,66
Roman,Block,04/09/1964,Washington,female,195,78
Trisha,Torp,17/11/1980,Florida,male,168,114
Demarco,Schoen,30/06/1966,Massachusetts,female,194,75
Kole,Doyle,15/05/1965,NorthDakota,male,161,150
Gracie,Wiegand,20/11/1985,NewJersey,female,167,106
Damien,Kuphal,26/04/1964,SouthCarolina,female,169,129
Clinton,Romaguera,28/10/1975,Arkansas,male,196,87
Elian,Bednar,28/03/1986,Delaware,female,190,119
Jamal,Berge,11/05/1977,Illinois,female,181,114
Alberta,Marquardt,06/05/1980,Iowa,male,166,104
Jennie,Braun,01/12/1972,Massachusetts,male,170,91
Letha,Satterfield,01/11/1987,Texas,female,196,131
Santiago,Corkery,23/04/1981,NorthDakota,male,162,116
Alta,Romaguera,13/04/1966,Maine,male,151,141
Dana,Sanford,23/07/1984,Delaware,female,171,69
Sanford,Cartwright,12/06/1983,Hawaii,male,157,112
Marcella,Kohler,25/06/1979,Maryland,female,190,103
Naomie,Bode,20/02/1969,NorthCarolina,male,153,81
Greg,Koch,10/06/1980,Wisconsin,female,186,150
Katelynn,Kertzmann,09/09/1971,Alabama,male,184,74
Stevie,Bartell,14/04/1971,Indiana,female,188,119
Mary,Altenwerth,20/12/1988,Montana,male,155,108
Consuelo,Rosenbaum,05/09/1968,California,male,152,135
Jeanne,Harber,22/06/1985,Missouri,female,160,139
Cara,Pfeffer,07/02/1983,Florida,male,163,76
Ezra,Shields,14/05/1987,Tennessee,female,193,91
Greta,Gerlach,01/07/1992,Virginia,male,157,69
Marty,Kilback,27/06/1987,California,male,189,76
Harley,Walter,04/03/1981,NewHampshire,male,152,156
Mikel,Wisoky,16/03/1990,SouthCarolina,female,195,120
Name,Beier,08/02/1971,Oregon,male,161,93
Fae,Waters,30/08/1967,Ohio,female,197,105
Rita,Nitzsche,04/05/1990,RhodeIsland,male,168,110
Floy,Daugherty,02/03/1989,Wyoming,male,170,133
Emma,Kuhlman,10/12/1979,Delaware,male,163,52
Larry,Daugherty,01/02/1991,Wisconsin,female,166,147
Verona,Jerde,15/01/1976,Wisconsin,male,197,52
Eveline,Nitzsche,24/11/1986,Wisconsin,male,151,139
Derrick,Hodkiewicz,04/01/1990,RhodeIsland,male,170,143
Amari,Wyman,28/11/1978,Colorado,female,184,131
Elna,Carroll,02/08/1984,Nevada,male,159,155
Rachelle,Lind,04/08/1981,Indiana,female,165,146
Vella,Abshire,01/09/1973,SouthCarolina,male,198,76
Aliyah,Blick,16/04/1978,Louisiana,male,169,121
Bret,Veum,17/08/1967,Ohio,male,180,151
Ulices,Heaney,28/12/1979,Georgia,female,153,75
Dasia,Rau,24/06/1988,Oregon,female,195,68
Camila,Pfeffer,10/03/1976,Kansas,female,196,70
Jedidiah,Reynolds,25/03/1989,Pennsylvania,female,158,114
Idella,Pouros,20/02/1969,RhodeIsland,male,169,79
Korey,Hane,07/06/1989,Delaware,male,162,99
Oliver,Hickle,22/12/1964,NewMexico,male,174,133
Hillard,Ratke,25/04/1967,Arizona,male,161,128
Ray,Ledner,12/09/1993,Mississippi,male,176,59
Bertram,Russel,10/08/1970,Maine,female,178,126
Waldo,Lockman,08/12/1986,NewHampshire,male,182,133
Pinkie,Wilkinson,13/11/1965,NewYork,male,179,121
Delmer,Kub,24/07/1988,Texas,female,178,112
Derek,Larson,10/08/1981,Alaska,male,167,131
Dimitri,Macejkovic,25/03/1971,Connecticut,male,198,63
Sharon,Kilback,26/10/1980,NorthCarolina,female,166,90
Georgiana,Tremblay,09/06/1971,NewMexico,female,181,143
Brian,Skiles,05/02/1987,Michigan,male,190,58
Lizzie,Yundt,01/05/1982,Virginia,male,160,115
Bridgette,Bernier,04/08/1975,Pennsylvania,male,163,66
Frederik,Wiza,18/03/1989,Kansas,female,161,136
Juliet,Powlowski,09/09/1975,RhodeIsland,male,172,90
Mariano,Cruickshank,25/02/1982,Alabama,male,190,151
Opal,Boyer,15/02/1966,Virginia,female,167,77
Jordi,Mills,25/06/1983,Louisiana,female,174,73
Alena,Wehner,22/07/1971,Florida,male,194,108
Miller,Weissnat,29/05/1991,Nevada,male,186,66
Harold,Schumm,01/10/1976,NewJersey,male,166,154
Ismael,Doyle,02/09/1969,Michigan,female,181,67
Liana,Kovacek,03/06/1975,Utah,female,150,96
Jaida,Lind,06/01/1983,Wisconsin,female,154,122
Moses,Keebler,30/11/1968,Ohio,male,196,59
Idella,Grady,06/12/1993,Georgia,female,170,148
Bailee,O'Connell,28/07/1982,NewHampshire,male,172,75
Chanelle,Ruecker,18/11/1985,Delaware,male,160,128
Catherine,Bruen,26/10/1985,SouthDakota,female,154,114
Terence,Rippin,13/06/1991,Mississippi,male,167,83
Filomena,Buckridge,17/09/1968,NewHampshire,male,173,118
Sadye,Corkery,18/08/1969,RhodeIsland,male,181,77
Benton,Kunde,25/03/1974,Illinois,female,169,78
Haylee,Schmitt,31/01/1988,Arizona,male,165,89
Mariah,DuBuque,12/04/1976,Iowa,male,150,80
Roberta,Heaney,02/10/1993,WestVirginia,male,153,124
Reba,Pouros,16/07/1975,Virginia,male,152,61
Stephan,Smith,18/04/1965,Washington,male,164,83
Henry,Wehner,25/02/1990,Virginia,female,186,94
Walker,Blick,18/03/1975,RhodeIsland,male,184,133
Dalton,Batz,09/01/1987,WestVirginia,female,190,72
Lucienne,Bogan,13/05/1976,Wisconsin,female,192,141
Mitchell,Weimann,14/08/1985,Colorado,male,152,74
Demetrius,Strosin,17/12/1985,Colorado,female,183,108
Noe,Schowalter,16/03/1982,Connecticut,female,198,109
Brandyn,Ankunding,25/08/1964,Tennessee,male,165,117
Roosevelt,Altenwerth,13/11/1973,RhodeIsland,female,178,122
Pauline,Russel,15/11/1992,Wisconsin,female,152,153
Fred,Schmeler,20/04/1978,WestVirginia,male,161,121
Jesus,Welch,26/10/1990,Wisconsin,male,200,86
Clay,Jakubowski,23/03/1970,Maine,male,153,62
Abraham,Watsica,11/07/1988,Massachusetts,male,188,155
Dino,Turner,14/10/1981,Connecticut,male,185,159
Celestino,Hirthe,04/10/1972,Nevada,female,195,122
Anika,Little,07/05/1992,Kansas,male,172,116
Chanel,Aufderhar,28/07/1990,Wisconsin,female,163,150
Trever,Hills,24/01/1987,Utah,female,188,102
Lelia,Powlowski,21/07/1981,Alabama,female,167,106
Rebeca,Schuster,17/03/1979,WestVirginia,male,162,131
Bennie,Gerhold,01/04/1967,Iowa,female,177,130
Lera,Bauch,05/12/1986,Arkansas,female,180,138
Jerry,Hilll,20/05/1984,NewHampshire,female,193,110
Marty,Keebler,07/10/1989,Texas,female,197,76
Scottie,Sporer,02/11/1980,Arkansas,male,161,64
Lyric,Boyle,22/02/1991,Alabama,female,152,113
Kelvin,Blanda,29/10/1968,Colorado,female,170,142
Jadyn,Reichel,23/07/1986,Kentucky,male,168,115
Raul,Ziemann,13/11/1979,Louisiana,female,199,154
Angela,Keebler,18/09/1987,Iowa,male,176,71
Kolby,Zulauf,09/08/1966,Illinois,male,186,132
Karlie,Hahn,29/07/1990,RhodeIsland,female,162,87
Eric,Mitchell,27/12/1982,Wyoming,female,194,70
Autumn,Lind,13/09/1993,RhodeIsland,female,173,62
Flo,Rodriguez,28/06/1972,California,female,151,87
Marian,Jenkins,27/10/1979,Colorado,male,162,92
Mckenna,Feest,26/03/1967,Nevada,male,153,136
Orion,Johnston,10/02/1985,Iowa,female,190,65
Harmony,Conroy,20/02/1988,Hawaii,female,200,63
Rowland,Schiller,09/04/1978,Pennsylvania,male,186,121
Henderson,Champlin,16/11/1980,Nevada,female,157,90
Kristoffer,Bahringer,06/08/1968,Alabama,male,166,117
Alberta,Abshire,27/08/1983,Kansas,male,164,103
Allison,Heathcote,09/01/1986,Connecticut,male,190,153
Celestino,Feil,03/01/1980,SouthDakota,female,178,156
Bennie,Bernier,14/05/1979,Pennsylvania,male,172,73
Ike,Thiel,19/05/1972,Tennessee,female,195,81
Holly,Schultz,03/09/1977,WestVirginia,male,159,59
Andre,Kessler,29/06/1987,Texas,male,153,58
Maudie,Lind,04/07/1976,NorthCarolina,female,196,137
Consuelo,Jones,10/06/1975,Utah,male,197,153
Jordane,Wehner,27/04/1989,Ohio,female,186,78
Jesus,Herzog,28/05/1969,Texas,male,192,109
Maymie,Rowe,12/11/1964,Texas,male,156,86
Paxton,Thompson,08/07/1989,Kansas,male,177,147
Gunnar,Mills,07/07/1983,Delaware,male,164,85
Rossie,Cronin,31/05/1974,Oregon,female,171,73
Emely,Brown,03/10/1967,NewHampshire,female,166,94
Meda,Pouros,29/10/1976,NorthDakota,female,169,103
Aubrey,Kling,10/06/1976,Ohio,female,178,93
Dovie,Swaniawski,25/11/1981,Iowa,female,168,86
Elvie,Hane,09/07/1968,Nebraska,female,177,55
Delia,Kunze,30/09/1991,Alabama,male,166,146
Aurelia,Dare,11/07/1979,Arizona,female,180,160
Fritz,Cronin,08/08/1973,Vermont,female,189,110
Esther,McDermott,07/12/1981,Iowa,female,197,142
Bradly,Mante,22/09/1991,Maine,male,165,77
Dana,Johns,28/02/1978,Iowa,male,198,114
Tina,Denesik,26/04/1989,Oklahoma,female,184,156
Rae,Maggio,21/09/1977,Minnesota,male,174,106
Philip,Hauck,08/12/1984,California,female,153,146
Felicia,Hermiston,26/09/1982,Maryland,female,180,96
Vada,Harvey,17/01/1972,Arkansas,female,169,132
Filiberto,Roberts,04/08/1970,Vermont,female,185,87
Helene,Jakubowski,20/08/1968,Nebraska,male,167,63
Alfred,Schiller,10/06/1989,Louisiana,female,194,56
Quincy,Macejkovic,12/12/1985,NewJersey,male,186,89
Berta,Jakubowski,24/06/1986,Oklahoma,female,189,84
Effie,Dach,07/09/1987,NorthDakota,female,162,158
Verda,Lemke,29/06/1974,Mississippi,male,159,101
Brock,Heller,22/10/1981,Illinois,male,177,109
Angelita,Labadie,24/09/1972,California,female,160,65
Natasha,Bernhard,11/10/1977,WestVirginia,male,197,107
D'angelo,Skiles,21/11/1968,Texas,female,176,74
Lilian,McDermott,01/08/1968,Wisconsin,female,155,112
Gaetano,Sipes,29/04/1964,Wisconsin,female,161,98
Maymie,Jakubowski,29/07/1993,Oregon,male,160,67
Edwina,Effertz,09/05/1966,Michigan,male,170,153
Marcelino,O'Reilly,11/08/1976,NewJersey,male,160,70
Etha,Frami,11/11/1991,SouthDakota,female,198,91
Kara,Bernier,17/10/1971,Michigan,male,160,150
Mariela,Rosenbaum,25/11/1979,Virginia,female,167,62
Haylie,Hane,31/10/1970,Alabama,male,194,53
Viola,Boyle,06/10/1968,Tennessee,male,158,111
Isaac,Terry,24/11/1977,Kansas,female,190,122
Garfield,Howe,28/10/1990,Nebraska,male,176,148
Kaitlyn,Mraz,27/07/1986,Missouri,male,166,59
Clementine,Purdy,19/12/1971,Florida,male,174,105
Destiney,Hilpert,06/12/1964,Oklahoma,female,197,127
Carlo,Bogisich,04/01/1974,Indiana,female,168,122
Don,Okuneva,27/04/1991,NorthCarolina,female,163,145
Norma,Bahringer,30/12/1977,Wisconsin,female,186,71
Aurore,Mitchell,07/10/1990,SouthDakota,male,164,57
Duane,Donnelly,04/04/1968,NorthDakota,female,169,76
Herman,O'Reilly,27/06/1974,Massachusetts,male,184,52
Breana,Breitenberg,04/03/1972,Nevada,male,178,110
Zoie,Goyette,27/02/1986,Missouri,male,193,146
Josefina,Schumm,22/09/1980,Wyoming,female,165,87
Katelyn,Brakus,21/11/1970,Alaska,male,186,80
Vivianne,Skiles,13/08/1975,Arkansas,male,164,121
Lisandro,Thompson,05/11/1979,Wisconsin,female,161,152
Brady,Bauch,27/04/1977,Connecticut,male,154,120
Herminia,Walker,16/12/1982,Massachusetts,male,152,151
Jamel,Ward,17/10/1975,Maine,male,152,82
Eleonore,Hettinger,10/08/1983,Missouri,male,180,157
Helena,Johns,13/11/1987,NewMexico,female,191,108
Mackenzie,Gutkowski,18/11/1968,Arkansas,female,196,92
Providenci,Murray,21/12/1982,Ohio,male,155,126
Jacinto,Schuppe,02/06/1991,Kentucky,male,189,94
Jed,Bernier,07/12/1971,Oregon,male,158,125
Ryleigh,Lowe,11/09/1981,Alabama,male,160,150
Kathryne,Feest,17/12/1974,Kentucky,female,155,160
Alicia,VonRueden,17/05/1980,Alabama,female,160,54
Mavis,VonRueden,25/05/1992,Maryland,female,168,60
Edmund,Franecki,21/06/1982,Oklahoma,female,189,127
Althea,Heidenreich,16/04/1965,NewMexico,male,159,107
Marjolaine,Quitzon,16/07/1984,NewYork,female,158,97
Kacie,Boehm,01/12/1982,Kentucky,male,150,108
Destini,Hegmann,26/09/1988,Florida,female,160,84
Janae,Stark,27/08/1976,Pennsylvania,female,183,103
Raheem,Stroman,20/07/1979,Alabama,male,189,126
Katrina,Robel,02/04/1965,WestVirginia,male,190,138
Adelbert,Daugherty,28/01/1985,Tennessee,male,173,160
Verner,Emmerich,24/08/1993,Ohio,female,151,89
Ines,Harris,20/11/1976,Massachusetts,male,195,64
Vivien,Buckridge,16/09/1972,Missouri,female,187,85
Gustave,Abernathy,19/11/1975,NorthCarolina,male,155,105
Valentin,Miller,27/11/1971,NorthDakota,female,192,106
Lolita,Schinner,22/09/1973,Oklahoma,male,164,129
Christa,Rolfson,02/04/1970,Maine,female,155,92
Aric,Kreiger,09/04/1980,NorthDakota,male,181,67
Lionel,Cremin,06/04/1977,NewYork,female,151,155
Kariane,Feeney,25/12/1988,NewJersey,female,173,96
Hailee,Davis,07/09/1966,SouthCarolina,male,196,99
Francis,Wuckert,12/04/1978,Texas,male,173,88
Abbie,Gulgowski,12/08/1976,Illinois,female,186,59
Barrett,DuBuque,09/10/1971,Georgia,male,174,70
Uriah,Monahan,08/02/1989,Arkansas,female,184,53
Lorenza,Reichert,05/08/1977,Maryland,female,170,83
Lenore,Kuhn,19/12/1965,Arizona,female,172,95
Akeem,Zboncak,09/10/1979,NorthDakota,male,198,53
Eleazar,Ebert,15/11/1977,NewHampshire,male,158,57
Ari,Berge,10/01/1983,Maryland,male,157,107
Celine,Pollich,09/01/1982,Tennessee,female,157,97
Garnett,Dooley,20/07/1982,Florida,male,174,149
Zechariah,Prosacco,11/12/1976,Delaware,male,199,117
Corine,Barton,30/08/1977,Washington,female,189,60
Donnie,Mayer,25/04/1982,NewYork,female,153,136
Tyrese,Jacobson,24/02/1990,Kansas,female,194,71
Pablo,Braun,05/02/1984,NewHampshire,male,170,120
Lionel,Schaden,24/08/1975,SouthCarolina,male,165,115
Aryanna,Nader,08/08/1969,RhodeIsland,male,168,133
Tianna,Muller,14/09/1983,Massachusetts,female,169,149
Frida,Johnson,01/09/1972,Alaska,male,191,54
Aracely,Parker,05/05/1973,SouthDakota,male,184,108
Garland,Stamm,23/07/1966,NewHampshire,female,196,105
Guillermo,Lynch,13/05/1972,RhodeIsland,female,161,79
Floyd,Hayes,17/12/1973,Iowa,female,187,86
Orpha,McDermott,28/05/1967,Indiana,female,163,72
Clair,Wyman,14/12/1964,SouthCarolina,female,155,117
Jesse,Sanford,16/04/1971,Montana,male,168,151
Luella,Turcotte,16/02/1977,Delaware,female,182,81
Rogelio,Hettinger,28/01/1966,Tennessee,female,200,123
Deondre,Howe,15/04/1969,NorthCarolina,female,194,102
Philip,Bednar,21/04/1965,Oklahoma,male,158,67
Luther,Terry,25/11/1967,Tennessee,female,168,57
Angeline,Stark,25/05/1984,Arizona,male,158,83
Octavia,Hagenes,28/08/1982,Alaska,male,153,53
Ryley,Crona,28/07/1978,Ohio,female,188,83
Bernie,Bode,15/09/1975,Hawaii,male,181,94
Lukas,Johnson,18/08/1991,RhodeIsland,male,156,134
Ayana,Schumm,22/09/1974,Tennessee,male,161,94
Jewell,Lakin,25/06/1964,WestVirginia,male,153,93
Sim,Nikolaus,13/04/1977,Washington,female,191,78
Vladimir,Jewess,10/09/1970,Alabama,female,180,97
Clementine,Barrows,20/09/1980,Alabama,female,197,138
Marc,Bernhard,15/05/1987,Delaware,male,187,158
Lorna,Hackett,24/05/1983,Nebraska,male,191,55
Darwin,Kuhn,22/02/1993,NewMexico,male,161,139
Alysha,Kub,24/05/1980,Pennsylvania,female,193,97
Jovani,Prohaska,21/08/1975,Oregon,female,153,112
Gladys,Bruen,30/03/1972,Ohio,female,160,137
Leonora,Bailey,14/02/1964,Tennessee,male,182,145
Emie,Buckridge,08/12/1989,Texas,female,186,125
Jo,Okuneva,30/09/1972,Colorado,male,163,81
Gudrun,Lang,27/09/1986,Arizona,female,199,73
Maximilian,Berge,12/04/1982,Maryland,female,188,155
Elna,Miller,12/07/1972,Ohio,female,192,135
Milo,Abbott,27/05/1969,SouthDakota,female,197,160
Lulu,Hettinger,31/03/1972,WestVirginia,male,166,143
Yolanda,Balistreri,31/03/1988,NewHampshire,female,157,151
Margarita,Gibson,19/04/1973,Missouri,male,186,64
Daphnee,Langosh,10/03/1966,Maryland,male,185,135
Uriel,Sanford,13/01/1969,Idaho,male,152,103
Liza,Pouros,11/06/1968,Oklahoma,male,184,133
Reece,Schmidt,13/11/1988,Alaska,female,187,131
Richmond,Boyer,30/04/1990,Tennessee,male,180,103
Abdiel,Swaniawski,13/11/1967,Nevada,male,172,83
Joaquin,O'Kon,22/09/1984,Vermont,male,166,76
Buster,Koelpin,13/11/1972,NorthDakota,male,150,112
Tyrique,Brown,24/12/1972,Texas,female,156,128
Frankie,Lind,27/10/1980,Pennsylvania,male,191,97
Felton,Kassulke,14/11/1976,Alaska,female,164,62
Manuel,Krajcik,28/05/1968,Texas,male,181,68
Lacey,Cole,15/11/1969,Utah,male,182,144
Alek,Schuster,17/05/1985,NorthDakota,female,198,116
Jefferey,Jaskolski,01/11/1986,NewYork,male,173,72
Ola,Reichel,29/10/1971,California,female,197,120
Libby,Klocko,03/04/1982,California,female,158,155
Brycen,Parker,06/01/1972,Idaho,male,169,156
Lane,O'Connell,15/04/1989,WestVirginia,male,173,59
Oral,Block,11/07/1987,Mississippi,female,172,149
Ayden,O'Keefe,27/05/1967,Arkansas,female,179,69
Emerald,Greenfelder,10/01/1987,Arizona,female,173,138
Lloyd,Leuschke,12/07/1990,Virginia,female,192,98
Antonina,Crooks,01/09/1968,Pennsylvania,male,199,92
Casimir,Kuvalis,19/10/1966,Missouri,female,192,144
Martina,Cruickshank,30/07/1989,NorthDakota,male,158,136
Berenice,Gleichner,10/11/1987,Connecticut,male,192,154
Lindsay,Hickle,13/01/1979,Illinois,male,186,87
Eloy,Orn,25/02/1991,Nevada,male,158,138
Leanna,Runolfsson,01/08/1989,Hawaii,male,166,77
Erik,Hermann,03/12/1978,Ohio,male,196,141
Madge,Fadel,28/10/1966,Iowa,male,180,81
Yadira,Simonis,06/11/1976,NewJersey,male,173,63
Amos,Christiansen,30/06/1986,Iowa,female,159,59
Otho,Goldner,24/01/1992,Missouri,female,175,151
Chandler,Witting,10/10/1992,Oregon,male,150,59
Stanford,Schoen,09/12/1981,SouthCarolina,male,158,151
Pinkie,Connelly,04/02/1984,Pennsylvania,female,163,118
Helen,Ledner,24/01/1992,Oregon,female,166,136
Karolann,Ankunding,16/09/1989,Nebraska,female,174,61
Oswaldo,Corkery,05/05/1990,Kentucky,female,176,50
Raphael,Sporer,12/05/1991,Alabama,female,188,117
Gerardo,Konopelski,27/05/1981,SouthCarolina,male,189,57
Kennedi,Huels,03/11/1988,RhodeIsland,male,162,78
Elsa,Aufderhar,18/01/1975,Washington,male,154,133
Estell,Runolfsdottir,24/06/1973,NorthCarolina,male,190,134
Francis,Muller,10/02/1989,Wyoming,male,164,153
Destany,Harvey,03/05/1964,Arizona,female,186,71
Eileen,Kerluke,27/09/1987,Georgia,male,174,108
Merritt,Feest,26/03/1993,Iowa,female,152,51
Luella,Hane,30/04/1978,Maryland,female,193,109
Hermann,Padberg,12/01/1981,SouthCarolina,male,174,82
Elda,Heaney,18/11/1975,NewHampshire,male,170,57
Shania,Adams,03/11/1968,Missouri,male,171,84
Deven,Towne,23/10/1970,Alabama,male,177,94
Randall,Okuneva,02/03/1985,California,female,179,71
Gwen,Kihn,06/09/1983,Idaho,female,185,103
Mathew,Kuhn,11/03/1982,Indiana,male,187,70
Frederik,Bashirian,31/01/1967,NewMexico,female,169,123
Lessie,Prosacco,23/12/1986,NorthCarolina,female,191,128
Addison,Runolfsdottir,05/04/1979,Nevada,male,167,111
Rafael,Langworth,08/03/1981,Massachusetts,male,195,54
Dell,Jast,04/03/1968,Oregon,female,151,98
Leonor,Beier,31/05/1966,Ohio,female,163,146
Esta,Mertz,24/06/1977,SouthDakota,male,187,95
Grayson,Miller,10/10/1969,Louisiana,male,198,159
Brielle,Zulauf,20/09/1983,RhodeIsland,female,198,125
Alexanne,Hagenes,24/03/1970,Kentucky,male,193,95
Samara,Watsica,25/02/1979,Oklahoma,female,199,137
Jonathon,Gleichner,05/04/1977,Wisconsin,male,181,116
Abdul,Shanahan,29/12/1974,Pennsylvania,male,163,155
Wava,Senger,10/06/1974,WestVirginia,male,173,143
Jamison,Stroman,19/12/1965,Hawaii,female,197,147
Mavis,Jacobson,07/03/1971,Alaska,male,174,65
Jaquan,Erdman,05/02/1977,Tennessee,female,167,145
Linnie,Jacobson,01/03/1983,Minnesota,female,180,140
Courtney,Crist,17/11/1980,Florida,male,153,134
Macey,Littel,11/04/1966,Tennessee,female,200,118
Shany,Johnston,20/05/1975,SouthDakota,female,155,115
Mable,Nolan,26/03/1985,Wyoming,male,196,72
Dejon,Heller,05/09/1992,Georgia,male,170,102
Jan,Stanton,22/07/1972,Arkansas,male,172,153
Jamel,Mitchell,25/04/1974,Oregon,female,177,147
Kody,Luettgen,05/01/1986,Alabama,male,153,90
Kaelyn,Wisoky,23/06/1973,Nebraska,female,173,128
Wendell,Marks,30/09/1989,Nevada,female,163,84
Meda,Lowe,29/11/1987,Nevada,female,152,91
Madelyn,Rodriguez,22/12/1984,SouthDakota,male,177,90
Estelle,Schulist,01/03/1976,Tennessee,female,170,103
Janae,Abshire,17/09/1985,SouthCarolina,female,153,93
Katelynn,Schaefer,12/07/1985,California,male,167,137
Felicia,Schamberger,17/11/1966,SouthDakota,male,179,76
Casper,Maggio,07/11/1966,Iowa,male,182,136
Elliott,DuBuque,20/02/1966,Maine,female,179,143
Deondre,Sanford,27/06/1991,Florida,male,184,83
Alexie,Huels,27/11/1988,Tennessee,female,181,113
Loyce,Christiansen,15/02/1983,NorthDakota,female,169,119
Jeffrey,Shields,20/01/1975,Georgia,male,195,67
Verner,Mante,17/01/1977,Utah,female,151,112
Eldred,Haag,05/05/1966,Indiana,male,188,121
Eriberto,Durgan,09/05/1981,SouthCarolina,male,185,160
Miguel,Jones,05/08/1974,Florida,male,155,112
Jedediah,Corwin,30/10/1989,Montana,male,172,72
Willis,Altenwerth,02/04/1967,Alabama,female,183,137
Dandre,Kozey,08/03/1977,SouthCarolina,male,162,101
Carol,Runolfsdottir,11/05/1970,RhodeIsland,female,177,58
Euna,Veum,21/01/1993,Iowa,male,157,101
Ola,Stanton,10/12/1975,Alaska,female,156,89
Eloy,Schamberger,15/11/1966,Ohio,male,174,93
Wava,Prosacco,04/02/1986,Nebraska,female,166,67
Hattie,Kshlerin,01/04/1973,Idaho,female,177,144
Raquel,O'Conner,03/05/1990,California,male,178,156
Sadye,Vandervort,12/03/1975,Wisconsin,female,191,94
Alexandra,Gulgowski,23/09/1984,Kansas,male,193,57
Jerald,Kshlerin,19/02/1972,Kentucky,female,187,84
Mario,Kunze,16/08/1992,NewHampshire,female,196,144
Cierra,Botsford,07/04/1984,Louisiana,male,183,160
Lia,Koch,05/06/1992,Oregon,female,152,63
Deshaun,Olson,21/07/1977,Alaska,male,179,116
Stewart,Shanahan,14/08/1966,SouthCarolina,male,184,151
Sammie,Upton,11/09/1990,NorthDakota,male,171,100
Allen,Rice,28/05/1971,Virginia,male,157,52
Georgianna,Hansen,20/09/1978,Indiana,male,173,143
Kirstin,Harvey,25/08/1986,Arkansas,male,198,127
Jane,Kshlerin,18/01/1993,Idaho,female,162,97
Adele,Dietrich,17/05/1983,NewHampshire,female,150,88
Nick,Ratke,09/09/1981,Arkansas,female,193,51
Gennaro,Fahey,16/10/1966,NewHampshire,female,158,55
Lavonne,Kessler,13/04/1968,Oregon,male,191,119
Elisa,Lockman,01/06/1982,Nevada,male,194,83
Rico,Considine,11/03/1974,California,female,154,129
